净值日期,单位净值,日增长率,累计净值
2009-11-23,1.016,0.7937,1.016
2009-11-24,0.989,-2.6575,0.989
2009-11-25,1.01,2.1234,1.01
2009-11-26,0.973,-3.6634,0.973
2009-11-27,0.946,-2.7749,0.946
2009-11-30,0.981,3.6998,0.981
2009-12-01,0.994,1.3252,0.994
2009-12-02,1.003,0.9054,1.003
2009-12-03,1.001,-0.1994,1.001
2009-12-04,1.016,1.4985,1.016
2009-12-07,1.023,0.689,1.023
2009-12-08,1.011,-1.173,1.011
2009-12-09,0.992,-1.8793,0.992
2009-12-10,0.998,0.6048,0.998
2009-12-11,0.997,-0.1002,0.997
2009-12-14,1.008,1.1033,1.008
2009-12-15,1.0,-0.7937,1.0
2009-12-16,0.994,-0.6,0.994
2009-12-17,0.973,-2.1127,0.973
2009-12-18,0.95,-2.3638,0.95
2009-12-21,0.951,0.1053,0.951
2009-12-22,0.927,-2.5237,0.927
2009-12-23,0.935,0.863,0.935
2009-12-24,0.962,2.8877,0.962
2009-12-25,0.958,-0.4158,0.958
2009-12-28,0.972,1.4614,0.972
2009-12-29,0.978,0.6173,0.978
2009-12-30,0.993,1.5337,0.993
2009-12-31,0.998,0.5035,0.998
2010-01-04,0.986,-1.2024,0.986
2010-01-05,0.994,0.8114,0.994
2010-01-06,0.988,-0.6036,0.988
2010-01-07,0.97,-1.8219,0.97
2010-01-08,0.972,0.2062,0.972
2010-01-11,0.971,-0.1029,0.971
2010-01-12,0.985,1.4418,0.985
2010-01-13,0.955,-3.0457,0.955
2010-01-14,0.967,1.2565,0.967
2010-01-15,0.971,0.4137,0.971
2010-01-18,0.976,0.5149,0.976
2010-01-19,0.978,0.2049,0.978
2010-01-20,0.949,-2.9652,0.949
2010-01-21,0.952,0.3161,0.952
2010-01-22,0.941,-1.1555,0.941
2010-01-25,0.93,-1.169,0.93
2010-01-26,0.908,-2.3656,0.908
2010-01-27,0.896,-1.3216,0.896
2010-01-28,0.898,0.2232,0.898
2010-01-29,0.897,-0.1114,0.897
2010-02-01,0.884,-1.4493,0.884
2010-02-02,0.883,-0.1131,0.883
2010-02-03,0.906,2.6048,0.906
2010-02-04,0.902,-0.4415,0.902
2010-02-05,0.884,-1.9956,0.884
2010-02-08,0.884,0.0,0.884
2010-02-09,0.889,0.5656,0.889
2010-02-10,0.901,1.3498,0.901
2010-02-11,0.903,0.222,0.903
2010-02-12,0.911,0.8859,0.911
2010-02-22,0.906,-0.5488,0.906
2010-02-23,0.896,-1.1038,0.896
2010-02-24,0.908,1.3393,0.908
2010-02-25,0.921,1.4317,0.921
2010-02-26,0.918,-0.3257,0.918
2010-03-01,0.929,1.1983,0.929
2010-03-02,0.925,-0.4306,0.925
2010-03-03,0.932,0.7568,0.932
2010-03-04,0.909,-2.4678,0.909
2010-03-05,0.912,0.33,0.912
2010-03-08,0.919,0.7675,0.919
2010-03-09,0.925,0.6529,0.925
2010-03-10,0.918,-0.7568,0.918
2010-03-11,0.917,-0.1089,0.917
2010-03-12,0.905,-1.3086,0.905
2010-03-15,0.891,-1.547,0.891
2010-03-16,0.897,0.6734,0.897
2010-03-17,0.915,2.0067,0.915
2010-03-18,0.914,-0.1093,0.914
2010-03-19,0.921,0.7659,0.921
2010-03-22,0.923,0.2172,0.923
2010-03-23,0.916,-0.7584,0.916
2010-03-24,0.916,0.0,0.916
2010-03-25,0.904,-1.31,0.904
2010-03-26,0.916,1.3274,0.916
2010-03-29,0.938,2.4017,0.938
2010-03-30,0.94,0.2132,0.94
2010-03-31,0.934,-0.6383,0.934
2010-04-01,0.947,1.3919,0.947
2010-04-02,0.951,0.4224,0.951
2010-04-06,0.95,-0.1052,0.95
2010-04-07,0.945,-0.5263,0.945
2010-04-08,0.934,-1.164,0.934
2010-04-09,0.943,0.9636,0.943
2010-04-12,0.935,-0.8484,0.935
2010-04-13,0.946,1.1765,0.946
2010-04-14,0.949,0.3171,0.949
2010-04-15,0.947,-0.2107,0.947
2010-04-16,0.936,-1.1616,0.936
2010-04-19,0.887,-5.235,0.887
2010-04-20,0.885,-0.2255,0.885
2010-04-21,0.902,1.9209,0.902
2010-04-22,0.892,-1.1086,0.892
2010-04-23,0.889,-0.3363,0.889
2010-04-26,0.885,-0.4499,0.885
2010-04-27,0.867,-2.0339,0.867
2010-04-28,0.864,-0.346,0.864
2010-04-29,0.854,-1.1574,0.854
2010-04-30,0.857,0.3513,0.857
2010-05-04,0.846,-1.2835,0.846
2010-05-05,0.852,0.7092,0.852
2010-05-06,0.815,-4.3427,0.815
2010-05-07,0.799,-1.9632,0.799
2010-05-10,0.804,0.6258,0.804
2010-05-11,0.789,-1.8657,0.789
2010-05-12,0.794,0.6337,0.794
2010-05-13,0.812,2.267,0.812
2010-05-14,0.807,-0.6158,0.807
2010-05-17,0.766,-5.0805,0.766
2010-05-18,0.782,2.0888,0.782
2010-05-19,0.779,-0.3836,0.779
2010-05-20,0.77,-1.1553,0.77
2010-05-21,0.781,1.4286,0.781
2010-05-24,0.809,3.5851,0.809
2010-05-25,0.793,-1.9778,0.793
2010-05-26,0.793,0.0,0.793
2010-05-27,0.806,1.6393,0.806
2010-05-28,0.803,-0.3722,0.803
2010-05-31,0.783,-2.4907,0.783
2010-06-01,0.775,-1.0217,0.775
2010-06-02,0.779,0.5161,0.779
2010-06-03,0.773,-0.7702,0.773
2010-06-04,0.775,0.2587,0.775
2010-06-07,0.762,-1.6774,0.762
2010-06-08,0.764,0.2625,0.764
2010-06-09,0.786,2.8796,0.786
2010-06-10,0.778,-1.0178,0.778
2010-06-11,0.78,0.2571,0.78
2010-06-17,0.775,-0.641,0.775
2010-06-18,0.763,-1.5484,0.763
2010-06-21,0.786,3.0144,0.786
2010-06-22,0.786,0.0,0.786
2010-06-23,0.779,-0.8906,0.779
2010-06-24,0.779,0.0,0.779
2010-06-25,0.774,-0.6418,0.774
2010-06-28,0.768,-0.7752,0.768
2010-06-29,0.735,-4.2969,0.735
2010-06-30,0.727,-1.0884,0.727
2010-07-01,0.718,-1.238,0.718
2010-07-02,0.72,0.2786,0.72
2010-07-05,0.714,-0.8333,0.714
2010-07-06,0.728,1.9608,0.728
2010-07-07,0.733,0.6868,0.733
2010-07-08,0.732,-0.1364,0.732
2010-07-09,0.751,2.5956,0.751
2010-07-12,0.759,1.0652,0.759
2010-07-13,0.748,-1.4493,0.748
2010-07-14,0.753,0.6684,0.753
2010-07-15,0.741,-1.5936,0.741
2010-07-16,0.744,0.4049,0.744
2010-07-19,0.762,2.4194,0.762
2010-07-20,0.779,2.231,0.779
2010-07-21,0.78,0.1284,0.78
2010-07-22,0.79,1.2821,0.79
2010-07-23,0.793,0.3797,0.793
2010-07-26,0.798,0.6305,0.798
2010-07-27,0.794,-0.5013,0.794
2010-07-28,0.812,2.267,0.812
2010-07-29,0.816,0.4926,0.816
2010-07-30,0.814,-0.2451,0.814
2010-08-02,0.827,1.5971,0.827
2010-08-03,0.813,-1.6929,0.813
2010-08-04,0.816,0.369,0.816
2010-08-05,0.809,-0.8578,0.809
2010-08-06,0.823,1.7305,0.823
2010-08-09,0.828,0.6075,0.828
2010-08-10,0.805,-2.7778,0.805
2010-08-11,0.81,0.6211,0.81
2010-08-12,0.801,-1.1111,0.801
2010-08-13,0.812,1.3733,0.812
2010-08-16,0.83,2.2167,0.83
2010-08-17,0.835,0.6024,0.835
2010-08-18,0.834,-0.1198,0.834
2010-08-19,0.839,0.5995,0.839
2010-08-20,0.823,-1.907,0.823
2010-08-23,0.823,0.0,0.823
2010-08-24,0.827,0.486,0.827
2010-08-25,0.808,-2.2975,0.808
2010-08-26,0.81,0.2475,0.81
2010-08-27,0.813,0.3704,0.813
2010-08-30,0.828,1.845,0.828
2010-08-31,0.825,-0.3623,0.825
2010-09-01,0.82,-0.6061,0.82
2010-09-02,0.829,1.0976,0.829
2010-09-03,0.829,0.0,0.829
2010-09-06,0.844,1.8094,0.844
2010-09-07,0.846,0.237,0.846
2010-09-08,0.845,-0.1182,0.845
2010-09-09,0.831,-1.6568,0.831
2010-09-10,0.832,0.1203,0.832
2010-09-13,0.84,0.9615,0.84
2010-09-14,0.841,0.119,0.841
2010-09-15,0.827,-1.6647,0.827
2010-09-16,0.812,-1.8138,0.812
2010-09-17,0.813,0.1232,0.813
2010-09-20,0.81,-0.369,0.81
2010-09-21,0.812,0.2469,0.812
2010-09-27,0.825,1.601,0.825
2010-09-28,0.818,-0.8485,0.818
2010-09-29,0.817,-0.1222,0.817
2010-09-30,0.834,2.0808,0.834
2010-10-08,0.863,3.4772,0.863
2010-10-11,0.887,2.781,0.887
2010-10-12,0.897,1.1274,0.897
2010-10-13,0.909,1.3378,0.909
2010-10-14,0.91,0.11,0.91
2010-10-15,0.937,2.967,0.937
2010-10-18,0.932,-0.5336,0.932
2010-10-19,0.951,2.0386,0.951
2010-10-20,0.956,0.5258,0.956
2010-10-21,0.95,-0.6276,0.95
2010-10-22,0.951,0.1053,0.951
2010-10-25,0.979,2.9443,0.979
2010-10-26,0.975,-0.4086,0.975
2010-10-27,0.959,-1.641,0.959
2010-10-28,0.958,-0.1043,0.958
2010-10-29,0.953,-0.5219,0.953
2010-11-01,0.978,2.6233,0.978
2010-11-02,0.976,-0.2045,0.976
2010-11-03,0.964,-1.2295,0.964
2010-11-04,0.98,1.6598,0.98
2010-11-05,0.99,1.0204,0.99
2010-11-08,0.998,0.8081,0.998
2010-11-09,0.991,-0.7014,0.991
2010-11-10,0.985,-0.6054,0.985
2010-11-11,0.987,0.203,0.987
2010-11-12,0.929,-5.8764,0.929
2010-11-15,0.934,0.5382,0.934
2010-11-16,0.894,-4.2827,0.894
2010-11-17,0.876,-2.0134,0.876
2010-11-18,0.888,1.3699,0.888
2010-11-19,0.896,0.9009,0.896
2010-11-22,0.894,-0.2232,0.894
2010-11-23,0.877,-1.9016,0.877
2010-11-24,0.897,2.2805,0.897
2010-11-25,0.91,1.4493,0.91
2010-11-26,0.902,-0.8791,0.902
2010-11-29,0.9,-0.2217,0.9
2010-11-30,0.886,-1.5556,0.886
2010-12-01,0.885,-0.1129,0.885
2010-12-02,0.89,0.565,0.89
2010-12-03,0.891,0.1124,0.891
2010-12-06,0.894,0.3367,0.894
2010-12-07,0.903,1.0067,0.903
2010-12-08,0.896,-0.7752,0.896
2010-12-09,0.883,-1.4509,0.883
2010-12-10,0.893,1.1325,0.893
2010-12-13,0.919,2.9115,0.919
2010-12-14,0.922,0.3264,0.922
2010-12-15,0.916,-0.6508,0.916
2010-12-16,0.911,-0.5459,0.911
2010-12-17,0.91,-0.1098,0.91
2010-12-20,0.897,-1.4286,0.897
2010-12-21,0.916,2.1182,0.916
2010-12-22,0.907,-0.9825,0.907
2010-12-23,0.9,-0.7718,0.9
2010-12-24,0.893,-0.7778,0.893
2010-12-27,0.876,-1.9037,0.876
2010-12-28,0.861,-1.7123,0.861
2010-12-29,0.866,0.5807,0.866
2010-12-30,0.866,0.0,0.866
2010-12-31,0.883,1.963,0.883
2011-01-04,0.9,1.9253,0.9
2011-01-05,0.896,-0.4444,0.896
2011-01-06,0.892,-0.4464,0.892
2011-01-07,0.894,0.2242,0.894
2011-01-10,0.878,-1.7897,0.878
2011-01-11,0.883,0.5695,0.883
2011-01-12,0.888,0.5663,0.888
2011-01-13,0.887,-0.1126,0.887
2011-01-14,0.874,-1.4656,0.874
2011-01-17,0.842,-3.6613,0.842
2011-01-18,0.843,0.1188,0.843
2011-01-19,0.861,2.1352,0.861
2011-01-20,0.834,-3.1359,0.834
2011-01-21,0.845,1.3189,0.845
2011-01-24,0.837,-0.9467,0.837
2011-01-25,0.832,-0.5974,0.832
2011-01-26,0.843,1.3221,0.843
2011-01-27,0.856,1.5421,0.856
2011-01-28,0.858,0.2336,0.858
2011-01-31,0.869,1.2821,0.869
2011-02-01,0.87,0.1151,0.87
2011-02-09,0.86,-1.1494,0.86
2011-02-10,0.877,1.9767,0.877
2011-02-11,0.881,0.4561,0.881
2011-02-14,0.907,2.9512,0.907
2011-02-15,0.907,0.0,0.907
2011-02-16,0.915,0.882,0.915
2011-02-17,0.914,-0.1093,0.914
2011-02-18,0.905,-0.9847,0.905
2011-02-21,0.917,1.326,0.917
2011-02-22,0.892,-2.7263,0.892
2011-02-23,0.896,0.4484,0.896
2011-02-24,0.9,0.4464,0.9
2011-02-25,0.901,0.1111,0.901
2011-02-28,0.912,1.2209,0.912
2011-03-01,0.916,0.4386,0.916
2011-03-02,0.913,-0.3275,0.913
2011-03-03,0.907,-0.6572,0.907
2011-03-04,0.92,1.4333,0.92
2011-03-07,0.937,1.8478,0.937
2011-03-08,0.938,0.1067,0.938
2011-03-09,0.938,0.0,0.938
2011-03-10,0.923,-1.5991,0.923
2011-03-11,0.914,-0.9751,0.914
2011-03-14,0.918,0.4376,0.918
2011-03-15,0.903,-1.634,0.903
2011-03-16,0.914,1.2182,0.914
2011-03-17,0.901,-1.4223,0.901
2011-03-18,0.906,0.5549,0.906
2011-03-21,0.903,-0.3311,0.903
2011-03-22,0.907,0.443,0.907
2011-03-23,0.919,1.323,0.919
2011-03-24,0.915,-0.4353,0.915
2011-03-25,0.927,1.3115,0.927
2011-03-28,0.926,-0.1079,0.926
2011-03-29,0.917,-0.9719,0.917
2011-03-30,0.916,-0.1091,0.916
2011-03-31,0.907,-0.9825,0.907
2011-04-01,0.921,1.5436,0.921
2011-04-06,0.931,1.0858,0.931
2011-04-07,0.934,0.3222,0.934
2011-04-08,0.942,0.8565,0.942
2011-04-11,0.937,-0.5308,0.937
2011-04-12,0.935,-0.2134,0.935
2011-04-13,0.947,1.2834,0.947
2011-04-14,0.942,-0.528,0.942
2011-04-15,0.943,0.1062,0.943
2011-04-18,0.944,0.106,0.944
2011-04-19,0.927,-1.8008,0.927
2011-04-20,0.927,0.0,0.927
2011-04-21,0.933,0.6472,0.933
2011-04-22,0.928,-0.5359,0.928
2011-04-25,0.915,-1.4009,0.915
2011-04-26,0.91,-0.5464,0.91
2011-04-27,0.905,-0.5495,0.905
2011-04-28,0.892,-1.4365,0.892
2011-04-29,0.9,0.8969,0.9
2011-05-03,0.905,0.5556,0.905
2011-05-04,0.884,-2.3204,0.884
2011-05-05,0.883,-0.1131,0.883
2011-05-06,0.882,-0.1133,0.882
2011-05-09,0.884,0.2268,0.884
2011-05-10,0.89,0.6787,0.89
2011-05-11,0.888,-0.2247,0.888
2011-05-12,0.876,-1.3514,0.876
2011-05-13,0.883,0.7991,0.883
2011-05-16,0.876,-0.7928,0.876
2011-05-17,0.88,0.4566,0.88
2011-05-18,0.886,0.6818,0.886
2011-05-19,0.881,-0.5643,0.881
2011-05-20,0.881,0.0,0.881
2011-05-23,0.855,-2.9512,0.855
2011-05-24,0.856,0.117,0.856
2011-05-25,0.846,-1.1682,0.846
2011-05-26,0.843,-0.3546,0.843
2011-05-27,0.839,-0.4745,0.839
2011-05-30,0.836,-0.3576,0.836
2011-05-31,0.849,1.555,0.849
2011-06-01,0.85,0.1178,0.85
2011-06-02,0.837,-1.5294,0.837
2011-06-03,0.846,1.0753,0.846
2011-06-07,0.85,0.4728,0.85
2011-06-08,0.852,0.2353,0.852
2011-06-09,0.837,-1.7606,0.837
2011-06-10,0.84,0.3584,0.84
2011-06-13,0.837,-0.3571,0.837
2011-06-14,0.849,1.4337,0.849
2011-06-15,0.841,-0.9423,0.841
2011-06-16,0.829,-1.4269,0.829
2011-06-17,0.823,-0.7238,0.823
2011-06-20,0.818,-0.6075,0.818
2011-06-21,0.827,1.1002,0.827
2011-06-22,0.828,0.1209,0.828
2011-06-23,0.841,1.57,0.841
2011-06-24,0.86,2.2592,0.86
2011-06-27,0.863,0.3488,0.863
2011-06-28,0.864,0.1159,0.864
2011-06-29,0.853,-1.2731,0.853
2011-06-30,0.866,1.524,0.866
2011-07-01,0.868,0.2309,0.868
2011-07-04,0.887,2.1889,0.887
2011-07-05,0.888,0.1127,0.888
2011-07-06,0.885,-0.3378,0.885
2011-07-07,0.883,-0.226,0.883
2011-07-08,0.885,0.2265,0.885
2011-07-11,0.886,0.113,0.886
2011-07-12,0.87,-1.8059,0.87
2011-07-13,0.884,1.6092,0.884
2011-07-14,0.887,0.3394,0.887
2011-07-15,0.891,0.451,0.891
2011-07-18,0.889,-0.2245,0.889
2011-07-19,0.882,-0.7874,0.882
2011-07-20,0.881,-0.1134,0.881
2011-07-21,0.872,-1.0216,0.872
2011-07-22,0.874,0.2294,0.874
2011-07-25,0.847,-3.0892,0.847
2011-07-26,0.85,0.3542,0.85
2011-07-27,0.856,0.7059,0.856
2011-07-28,0.851,-0.5841,0.851
2011-07-29,0.848,-0.3525,0.848
2011-08-01,0.85,0.2358,0.85
2011-08-02,0.844,-0.7059,0.844
2011-08-03,0.843,-0.1185,0.843
2011-08-04,0.845,0.2372,0.845
2011-08-05,0.828,-2.0118,0.828
2011-08-08,0.799,-3.5024,0.799
2011-08-09,0.8,0.1252,0.8
2011-08-10,0.807,0.875,0.807
2011-08-11,0.819,1.487,0.819
2011-08-12,0.821,0.2442,0.821
2011-08-15,0.833,1.4616,0.833
2011-08-16,0.827,-0.7203,0.827
2011-08-17,0.824,-0.3628,0.824
2011-08-18,0.81,-1.699,0.81
2011-08-19,0.803,-0.8642,0.803
2011-08-22,0.795,-0.9963,0.795
2011-08-23,0.806,1.3836,0.806
2011-08-24,0.804,-0.2481,0.804
2011-08-25,0.829,3.1095,0.829
2011-08-26,0.828,-0.1206,0.828
2011-08-29,0.815,-1.57,0.815
2011-08-30,0.812,-0.3681,0.812
2011-08-31,0.813,0.1232,0.813
2011-09-01,0.81,-0.369,0.81
2011-09-02,0.802,-0.9877,0.802
2011-09-05,0.785,-2.1197,0.785
2011-09-06,0.78,-0.6369,0.78
2011-09-07,0.795,1.9231,0.795
2011-09-08,0.789,-0.7547,0.789
2011-09-09,0.787,-0.2535,0.787
2011-09-13,0.778,-1.1436,0.778
2011-09-14,0.782,0.5141,0.782
2011-09-15,0.781,-0.1279,0.781
2011-09-16,0.782,0.128,0.782
2011-09-19,0.767,-1.9182,0.767
2011-09-20,0.77,0.3911,0.77
2011-09-21,0.792,2.8571,0.792
2011-09-22,0.769,-2.904,0.769
2011-09-23,0.765,-0.5202,0.765
2011-09-26,0.749,-2.0915,0.749
2011-09-27,0.756,0.9346,0.756
2011-09-28,0.749,-0.9259,0.749
2011-09-29,0.743,-0.8011,0.743
2011-09-30,0.741,-0.2692,0.741
2011-10-10,0.734,-0.9447,0.734
2011-10-11,0.733,-0.1362,0.733
2011-10-12,0.758,3.4106,0.758
2011-10-13,0.764,0.7916,0.764
2011-10-14,0.761,-0.3927,0.761
2011-10-17,0.765,0.5256,0.765
2011-10-18,0.744,-2.7451,0.744
2011-10-19,0.742,-0.2688,0.742
2011-10-20,0.725,-2.2911,0.725
2011-10-21,0.721,-0.5517,0.721
2011-10-24,0.74,2.6352,0.74
2011-10-25,0.753,1.7568,0.753
2011-10-26,0.76,0.9296,0.76
2011-10-27,0.762,0.2632,0.762
2011-10-28,0.776,1.8373,0.776
2011-10-31,0.772,-0.5155,0.772
2011-11-01,0.773,0.1295,0.773
2011-11-02,0.785,1.5524,0.785
2011-11-03,0.786,0.1274,0.786
2011-11-04,0.791,0.6361,0.791
2011-11-07,0.784,-0.885,0.784
2011-11-08,0.781,-0.3827,0.781
2011-11-09,0.788,0.8963,0.788
2011-11-10,0.774,-1.7766,0.774
2011-11-11,0.772,-0.2584,0.772
2011-11-14,0.787,1.943,0.787
2011-11-15,0.786,-0.1271,0.786
2011-11-16,0.766,-2.5445,0.766
2011-11-17,0.764,-0.2611,0.764
2011-11-18,0.749,-1.9634,0.749
2011-11-21,0.749,0.0,0.749
2011-11-22,0.749,0.0,0.749
2011-11-23,0.742,-0.9346,0.742
2011-11-24,0.743,0.1348,0.743
2011-11-25,0.738,-0.6729,0.738
2011-11-28,0.739,0.1355,0.739
2011-11-29,0.749,1.3532,0.749
2011-11-30,0.725,-3.2043,0.725
2011-12-01,0.742,2.3448,0.742
2011-12-02,0.735,-0.9434,0.735
2011-12-05,0.725,-1.3605,0.725
2011-12-06,0.724,-0.1379,0.724
2011-12-07,0.727,0.4144,0.727
2011-12-08,0.726,-0.1376,0.726
2011-12-09,0.72,-0.8264,0.72
2011-12-12,0.713,-0.9722,0.713
2011-12-13,0.698,-2.1038,0.698
2011-12-14,0.691,-1.0029,0.691
2011-12-15,0.675,-2.3155,0.675
2011-12-16,0.689,2.0741,0.689
2011-12-19,0.687,-0.2903,0.687
2011-12-20,0.685,-0.2911,0.685
2011-12-21,0.675,-1.4599,0.675
2011-12-22,0.675,0.0,0.675
2011-12-23,0.68,0.7407,0.68
2011-12-26,0.673,-1.0294,0.673
2011-12-27,0.665,-1.1887,0.665
2011-12-28,0.666,0.1504,0.666
2011-12-29,0.667,0.1502,0.667
2011-12-30,0.676,1.3493,0.676
2011-12-31,0.676,0.0,0.676
2012-01-04,0.663,-1.9231,0.663
2012-01-05,0.657,-0.905,0.657
2012-01-06,0.661,0.6088,0.661
2012-01-09,0.683,3.3283,0.683
2012-01-10,0.705,3.2211,0.705
2012-01-11,0.701,-0.5674,0.701
2012-01-12,0.701,0.0,0.701
2012-01-13,0.69,-1.5692,0.69
2012-01-16,0.677,-1.8841,0.677
2012-01-17,0.708,4.579,0.708
2012-01-18,0.698,-1.4124,0.698
2012-01-19,0.711,1.8625,0.711
2012-01-20,0.721,1.4065,0.721
2012-01-30,0.709,-1.6644,0.709
2012-01-31,0.71,0.141,0.71
2012-02-01,0.7,-1.4085,0.7
2012-02-02,0.716,2.2857,0.716
2012-02-03,0.721,0.6983,0.721
2012-02-06,0.721,0.0,0.721
2012-02-07,0.708,-1.8031,0.708
2012-02-08,0.727,2.6836,0.727
2012-02-09,0.728,0.1376,0.728
2012-02-10,0.729,0.1374,0.729
2012-02-13,0.728,-0.1372,0.728
2012-02-14,0.726,-0.2747,0.726
2012-02-15,0.733,0.9642,0.733
2012-02-16,0.729,-0.5457,0.729
2012-02-17,0.73,0.1372,0.73
2012-02-20,0.731,0.137,0.731
2012-02-21,0.737,0.8208,0.737
2012-02-22,0.746,1.2212,0.746
2012-02-23,0.749,0.4021,0.749
2012-02-24,0.761,1.6021,0.761
2012-02-27,0.763,0.2628,0.763
2012-02-28,0.764,0.1311,0.764
2012-02-29,0.756,-1.0471,0.756
2012-03-01,0.756,0.0,0.756
2012-03-02,0.769,1.7196,0.769
2012-03-05,0.764,-0.6502,0.764
2012-03-06,0.753,-1.4398,0.753
2012-03-07,0.748,-0.664,0.748
2012-03-08,0.757,1.2032,0.757
2012-03-09,0.765,1.0568,0.765
2012-03-12,0.762,-0.3922,0.762
2012-03-13,0.77,1.0499,0.77
2012-03-14,0.749,-2.7273,0.749
2012-03-15,0.744,-0.6676,0.744
2012-03-16,0.754,1.3441,0.754
2012-03-19,0.756,0.2653,0.756
2012-03-20,0.743,-1.7196,0.743
2012-03-21,0.744,0.1346,0.744
2012-03-22,0.743,-0.1344,0.743
2012-03-23,0.734,-1.2113,0.734
2012-03-26,0.735,0.1362,0.735
2012-03-27,0.733,-0.2721,0.733
2012-03-28,0.713,-2.7285,0.713
2012-03-29,0.704,-1.2623,0.704
2012-03-30,0.707,0.4261,0.707
2012-03-31,0.707,0.0,0.707
2012-04-05,0.723,2.2631,0.723
2012-04-06,0.725,0.2766,0.725
2012-04-09,0.718,-0.9655,0.718
2012-04-10,0.725,0.9749,0.725
2012-04-11,0.725,0.0,0.725
2012-04-12,0.739,1.931,0.739
2012-04-13,0.741,0.2706,0.741
2012-04-16,0.74,-0.135,0.74
2012-04-17,0.731,-1.2162,0.731
2012-04-18,0.747,2.1888,0.747
2012-04-19,0.746,-0.1339,0.746
2012-04-20,0.754,1.0724,0.754
2012-04-23,0.749,-0.6631,0.749
2012-04-24,0.748,-0.1335,0.748
2012-04-25,0.754,0.8021,0.754
2012-04-26,0.756,0.2653,0.756
2012-04-27,0.754,-0.2646,0.754
2012-05-02,0.77,2.122,0.77
2012-05-03,0.772,0.2597,0.772
2012-05-04,0.779,0.9067,0.779
2012-05-07,0.78,0.1284,0.78
2012-05-08,0.778,-0.2564,0.778
2012-05-09,0.764,-1.7995,0.764
2012-05-10,0.763,-0.1309,0.763
2012-05-11,0.758,-0.6553,0.758
2012-05-14,0.752,-0.7916,0.752
2012-05-15,0.753,0.133,0.753
2012-05-16,0.741,-1.5936,0.741
2012-05-17,0.752,1.4845,0.752
2012-05-18,0.741,-1.4628,0.741
2012-05-21,0.745,0.5398,0.745
