净值日期,单位净值,日增长率
2011-06-03,0.9638,1.197
2011-06-07,0.9718,0.83
2011-06-08,0.9801,0.8541
2011-06-09,0.9584,-2.2141
2011-06-10,0.9658,0.7721
2011-06-13,0.9665,0.0725
2011-06-14,0.981,1.5003
2011-06-15,0.9765,-0.4587
2011-06-16,0.9683,-0.8397
2011-06-17,0.9605,-0.8055
2011-06-20,0.9535,-0.7288
2011-06-21,0.9614,0.8285
2011-06-22,0.9587,-0.2808
2011-06-23,0.9743,1.6272
2011-06-24,0.9974,2.3709
2011-06-27,1.0019,0.4512
2011-06-28,1.0039,0.1996
2011-06-29,0.998,-0.5877
2011-06-30,1.0086,1.0621
2011-07-01,1.0185,0.9816
2011-07-04,1.0381,1.9244
2011-07-05,1.0429,0.4624
2011-07-06,1.0511,0.7863
2011-07-07,1.0568,0.5423
2011-07-08,1.0584,0.1514
2011-07-11,1.0683,0.9354
2011-07-12,1.0563,-1.1233
2011-07-13,1.0722,1.5053
2011-07-14,1.0754,0.2985
2011-07-15,1.0812,0.5393
2011-07-18,1.0798,-0.1295
2011-07-19,1.0714,-0.7779
2011-07-20,1.0745,0.2893
2011-07-21,1.0696,-0.456
2011-07-22,1.0699,0.028
2011-07-25,1.0413,-2.6731
2011-07-26,1.0505,0.8835
2011-07-27,1.0616,1.0566
2011-07-28,1.0626,0.0942
2011-07-29,1.0548,-0.734
2011-08-01,1.0558,0.0948
2011-08-02,1.0457,-0.9566
2011-08-03,1.0488,0.2965
2011-08-04,1.0546,0.553
2011-08-05,1.0432,-1.081
2011-08-08,1.0135,-2.847
2011-08-09,1.0296,1.5886
2011-08-10,1.0395,0.9615
2011-08-11,1.0584,1.8182
2011-08-12,1.058,-0.0378
2011-08-15,1.0645,0.6144
2011-08-16,1.0553,-0.8643
2011-08-17,1.0536,-0.1611
2011-08-18,1.0382,-1.4617
2011-08-19,1.0328,-0.5201
2011-08-22,1.0186,-1.3749
2011-08-23,1.0352,1.6297
2011-08-24,1.0355,0.029
2011-08-25,1.052,1.5934
2011-08-26,1.0578,0.5513
2011-08-29,1.0427,-1.4275
2011-08-30,1.0332,-0.9111
2011-08-31,1.0218,-1.1034
2011-09-01,1.0176,-0.411
2011-09-02,1.0067,-1.0711
2011-09-05,0.9875,-1.9072
2011-09-06,0.9762,-1.1443
2011-09-07,0.9941,1.8336
2011-09-08,0.9884,-0.5734
2011-09-09,0.9798,-0.8701
2011-09-13,0.9682,-1.1839
2011-09-14,0.9746,0.661
2011-09-15,0.9769,0.236
2011-09-16,0.9786,0.174
2011-09-19,0.959,-2.0029
2011-09-20,0.9613,0.2398
2011-09-21,0.9817,2.1221
2011-09-22,0.9537,-2.8522
2011-09-23,0.9448,-0.9332
2011-09-26,0.9329,-1.2595
2011-09-27,0.9348,0.2037
2011-09-28,0.9203,-1.5511
2011-09-29,0.9043,-1.7386
2011-09-30,0.9055,0.1327
2011-10-10,0.8955,-1.1044
2011-10-11,0.891,-0.5025
2011-10-12,0.9135,2.5253
2011-10-13,0.9255,1.3136
2011-10-14,0.9237,-0.1945
2011-10-17,0.9237,0.0
2011-10-18,0.9033,-2.2085
2011-10-19,0.9,-0.3653
2011-10-20,0.8759,-2.6778
2011-10-21,0.8632,-1.4499
2011-10-24,0.8725,1.0774
2011-10-25,0.899,3.0372
2011-10-26,0.9117,1.4127
2011-10-27,0.9108,-0.0987
2011-10-28,0.9305,2.1629
2011-10-31,0.9419,1.2251
2011-11-01,0.9441,0.2336
2011-11-02,0.9557,1.2287
2011-11-03,0.9609,0.5441
2011-11-04,0.9628,0.1977
2011-11-07,0.9571,-0.592
2011-11-08,0.9541,-0.3134
2011-11-09,0.9601,0.6289
2011-11-10,0.9535,-0.6874
2011-11-11,0.955,0.1573
2011-11-14,0.9745,2.0419
2011-11-15,0.9777,0.3284
2011-11-16,0.9524,-2.5877
2011-11-17,0.9548,0.252
2011-11-18,0.9342,-2.1575
2011-11-21,0.9297,-0.4817
2011-11-22,0.9319,0.2366
2011-11-23,0.9291,-0.3005
2011-11-24,0.9326,0.3767
2011-11-25,0.9285,-0.4396
2011-11-28,0.9346,0.657
2011-11-29,0.9479,1.4231
2011-11-30,0.9233,-2.5952
2011-12-01,0.9413,1.9495
2011-12-02,0.9269,-1.5298
2011-12-05,0.9128,-1.5212
2011-12-06,0.9147,0.2082
2011-12-07,0.9167,0.2187
2011-12-08,0.9119,-0.5236
2011-12-09,0.9048,-0.7786
2011-12-12,0.8912,-1.5031
2011-12-13,0.8762,-1.6831
2011-12-14,0.8669,-1.0614
2011-12-15,0.8579,-1.0382
2011-12-16,0.8779,2.3313
2011-12-19,0.8846,0.7632
2011-12-20,0.8796,-0.5652
2011-12-21,0.8619,-2.0123
2011-12-22,0.863,0.1276
2011-12-23,0.8705,0.8691
2011-12-26,0.8641,-0.7352
2011-12-27,0.8449,-2.222
2011-12-28,0.8356,-1.1007
2011-12-29,0.8429,0.8736
2011-12-30,0.8576,1.744
2011-12-31,0.8576,0.0
2012-01-04,0.835,-2.6353
2012-01-05,0.808,-3.2335
2012-01-06,0.8008,-0.8911
2012-01-09,0.8223,2.6848
2012-01-10,0.8469,2.9916
2012-01-11,0.8421,-0.5668
2012-01-12,0.8426,0.0594
2012-01-13,0.8147,-3.3112
2012-01-16,0.7901,-3.0195
2012-01-17,0.8162,3.3034
2012-01-18,0.7957,-2.5116
2012-01-19,0.8052,1.1939
2012-01-20,0.82,1.8381
2012-01-30,0.8097,-1.2561
2012-01-31,0.8097,0.0
2012-02-01,0.804,-0.704
2012-02-02,0.8193,1.903
2012-02-03,0.8283,1.0985
2012-02-06,0.8254,-0.3501
2012-02-07,0.8119,-1.6356
2012-02-08,0.8276,1.9337
2012-02-09,0.8347,0.8579
2012-02-10,0.8415,0.8147
2012-02-13,0.8404,-0.1307
2012-02-14,0.8415,0.1309
2012-02-15,0.8547,1.5686
2012-02-16,0.8567,0.234
2012-02-17,0.8541,-0.3035
2012-02-20,0.8554,0.1522
2012-02-21,0.868,1.473
2012-02-22,0.8863,2.1083
2012-02-23,0.8858,-0.0564
2012-02-24,0.9024,1.874
2012-02-27,0.9047,0.2549
2012-02-28,0.904,-0.0774
2012-02-29,0.8872,-1.8584
2012-03-01,0.893,0.6537
2012-03-02,0.9136,2.3068
2012-03-05,0.9108,-0.3065
2012-03-06,0.9035,-0.8015
2012-03-07,0.9009,-0.2878
2012-03-08,0.9106,1.0767
2012-03-09,0.9172,0.7248
2012-03-12,0.9158,-0.1526
2012-03-13,0.9216,0.6333
2012-03-14,0.8949,-2.8971
2012-03-15,0.8866,-0.9275
2012-03-16,0.9025,1.7934
2012-03-19,0.9025,0.0
2012-03-20,0.8885,-1.5512
2012-03-21,0.8866,-0.2138
2012-03-22,0.8897,0.3497
2012-03-23,0.8761,-1.5286
2012-03-26,0.874,-0.2397
2012-03-27,0.8723,-0.1945
2012-03-28,0.8524,-2.2813
2012-03-29,0.8488,-0.4223
2012-03-30,0.8564,0.8954
2012-03-31,0.8564,0.0
2012-04-05,0.8751,2.1836
2012-04-06,0.8789,0.4342
2012-04-09,0.868,-1.2402
2012-04-10,0.8776,1.106
2012-04-11,0.8819,0.49
2012-04-12,0.8948,1.4628
2012-04-13,0.8963,0.1676
2012-04-16,0.902,0.6359
2012-04-17,0.889,-1.4412
2012-04-18,0.9019,1.4511
2012-04-19,0.8994,-0.2772
2012-04-20,0.9092,1.0896
2012-04-23,0.8962,-1.4298
2012-04-24,0.8989,0.3013
2012-04-25,0.9068,0.8789
2012-04-26,0.9052,-0.1764
2012-04-27,0.9044,-0.0884
2012-05-02,0.9161,1.2937
2012-05-03,0.9156,-0.0546
2012-05-04,0.9228,0.7864
2012-05-07,0.9307,0.8561
2012-05-08,0.9252,-0.591
2012-05-09,0.9097,-1.6753
2012-05-10,0.9118,0.2308
2012-05-11,0.9063,-0.6032
2012-05-14,0.9082,0.2096
2012-05-15,0.907,-0.1321
2012-05-16,0.8952,-1.301
2012-05-17,0.9118,1.8543
2012-05-18,0.898,-1.5135
2012-05-21,0.8904,-0.8463
2012-05-22,0.906,1.752
2012-05-23,0.9087,0.298
2012-05-24,0.9,-0.9574
2012-05-25,0.891,-1.0
2012-05-28,0.9049,1.56
2012-05-29,0.919,1.5582
2012-05-30,0.9251,0.6638
2012-05-31,0.925,-0.0108
2012-06-01,0.9258,0.0865
2012-06-04,0.903,-2.4627
2012-06-05,0.8969,-0.6755
2012-06-06,0.8918,-0.5686
2012-06-07,0.8895,-0.2579
2012-06-08,0.886,-0.3935
2012-06-11,0.9031,1.93
2012-06-12,0.9006,-0.2768
2012-06-13,0.9157,1.6767
2012-06-14,0.9068,-0.9719
2012-06-15,0.9035,-0.3639
2012-06-18,0.9106,0.7858
2012-06-19,0.9011,-1.0433
2012-06-20,0.8996,-0.1665
2012-06-21,0.8894,-1.1338
2012-06-25,0.8659,-2.6422
2012-06-26,0.8655,-0.0462
2012-06-27,0.866,0.0578
2012-06-28,0.8576,-0.97
2012-06-29,0.8758,2.1222
2012-06-30,0.8758,0.0
2012-07-02,0.8873,1.3131
2012-07-03,0.8892,0.2141
2012-07-04,0.8809,-0.9334
2012-07-05,0.8782,-0.3065
2012-07-06,0.8929,1.6739
2012-07-09,0.877,-1.7807
2012-07-10,0.86,-1.9384
2012-07-11,0.8669,0.8023
2012-07-12,0.8755,0.992
2012-07-13,0.8751,-0.0457
2012-07-16,0.8448,-3.4625
2012-07-17,0.8488,0.4735
2012-07-18,0.8474,-0.1649
2012-07-19,0.8549,0.8851
2012-07-20,0.8464,-0.9943
2012-07-23,0.8393,-0.8388
2012-07-24,0.8465,0.8579
2012-07-25,0.8427,-0.4489
2012-07-26,0.8389,-0.4509
2012-07-27,0.8295,-1.1205
2012-07-30,0.8182,-1.3623
2012-07-31,0.8109,-0.8922
2012-08-01,0.8222,1.3935
2012-08-02,0.8174,-0.5838
2012-08-03,0.8283,1.3335
2012-08-06,0.8464,2.1852
2012-08-07,0.8488,0.2836
2012-08-08,0.8411,-0.9072
2012-08-09,0.853,1.4148
2012-08-10,0.8537,0.0821
2012-08-13,0.8366,-2.003
2012-08-14,0.8383,0.2032
2012-08-15,0.8327,-0.668
2012-08-16,0.8238,-1.0688
2012-08-17,0.829,0.6312
2012-08-20,0.834,0.6031
2012-08-21,0.8487,1.7626
2012-08-22,0.846,-0.3181
2012-08-23,0.8467,0.0827
2012-08-24,0.8361,-1.2519
2012-08-27,0.8186,-2.0931
2012-08-28,0.8261,0.9162
2012-08-29,0.8283,0.2663
2012-08-30,0.8148,-1.6298
2012-08-31,0.8171,0.2823
2012-09-03,0.8371,2.4477
2012-09-04,0.832,-0.6092
2012-09-05,0.8369,0.5889
2012-09-06,0.8421,0.6213
2012-09-07,0.8685,3.135
2012-09-10,0.8734,0.5642
2012-09-11,0.8674,-0.687
2012-09-12,0.8692,0.2075
2012-09-13,0.8545,-1.6912
2012-09-14,0.8543,-0.0234
2012-09-17,0.8328,-2.5167
2012-09-18,0.8297,-0.3722
2012-09-19,0.8371,0.8919
2012-09-20,0.8128,-2.9029
2012-09-21,0.8074,-0.6644
2012-09-24,0.8156,1.0156
2012-09-25,0.8101,-0.6744
2012-09-26,0.7943,-1.9504
2012-09-27,0.8098,1.9514
2012-09-28,0.8229,1.6177
2012-09-30,0.8228,-0.0122
2012-10-08,0.8201,-0.3281
2012-10-09,0.8422,2.6948
2012-10-10,0.8497,0.8905
2012-10-11,0.8411,-1.0121
2012-10-12,0.8342,-0.8204
2012-10-15,0.8304,-0.4555
2012-10-16,0.8269,-0.4215
2012-10-17,0.8294,0.3023
2012-10-18,0.8428,1.6156
2012-10-19,0.8448,0.2373
2012-10-22,0.8507,0.6984
2012-10-23,0.8361,-1.7162
2012-10-24,0.8301,-0.7176
2012-10-25,0.8202,-1.1926
2012-10-26,0.8037,-2.0117
2012-10-29,0.8073,0.4479
2012-10-30,0.8091,0.223
2012-10-31,0.8136,0.5562
2012-11-01,0.8249,1.3889
2012-11-02,0.8269,0.2425
2012-11-05,0.8187,-0.9917
2012-11-06,0.8161,-0.3176
2012-11-07,0.8157,-0.049
2012-11-08,0.7972,-2.268
2012-11-09,0.7955,-0.2132
2012-11-12,0.8,0.5657
2012-11-13,0.7847,-1.9125
2012-11-14,0.7845,-0.0255
2012-11-15,0.7721,-1.5806
2012-11-16,0.7681,-0.5181
2012-11-19,0.7693,0.1562
2012-11-20,0.7699,0.078
2012-11-21,0.777,0.9222
2012-11-22,0.7742,-0.3604
2012-11-23,0.7774,0.4133
2012-11-26,0.7688,-1.1063
2012-11-27,0.7484,-2.6535
2012-11-28,0.7383,-1.3495
2012-11-29,0.7301,-1.1107
2012-11-30,0.7388,1.1916
2012-12-03,0.7263,-1.6919
2012-12-04,0.7331,0.9363
2012-12-05,0.7603,3.7103
2012-12-06,0.7599,-0.0526
2012-12-07,0.7729,1.7108
2012-12-10,0.7873,1.8631
2012-12-11,0.7808,-0.8256
2012-12-12,0.7824,0.2049
2012-12-13,0.7754,-0.8947
2012-12-14,0.803,3.5595
2012-12-17,0.7994,-0.4483
2012-12-18,0.7995,0.0125
2012-12-19,0.8063,0.8505
2012-12-20,0.8116,0.6573
2012-12-21,0.8128,0.1479
2012-12-24,0.8221,1.1442
2012-12-25,0.8401,2.1895
2012-12-26,0.8528,1.5117
2012-12-27,0.8475,-0.6215
2012-12-28,0.8634,1.8761
2012-12-31,0.8816,2.1079
2013-01-04,0.8741,-0.8507
2013-01-07,0.8777,0.4119
2013-01-08,0.8837,0.6836
2013-01-09,0.8893,0.6337
2013-01-10,0.8932,0.4385
2013-01-11,0.8868,-0.7165
2013-01-14,0.9285,4.7023
2013-01-15,0.9437,1.637
2013-01-16,0.9441,0.0424
2013-01-17,0.929,-1.5994
2013-01-18,0.9465,1.8837
2013-01-21,0.9524,0.6233
2013-01-22,0.9465,-0.6195
2013-01-23,0.9511,0.486
2013-01-24,0.9363,-1.5561
2013-01-25,0.9309,-0.5767
2013-01-28,0.9617,3.3086
2013-01-29,0.9684,0.6967
2013-01-30,0.9641,-0.444
2013-01-31,0.9623,-0.1867
2013-02-01,0.9749,1.3094
2013-02-04,0.9673,-0.7796
2013-02-05,0.9687,0.1447
2013-02-06,0.9753,0.6813
2013-02-07,0.9716,-0.3794
2013-02-08,0.9791,0.7719
2013-02-18,0.9788,-0.0306
2013-02-19,0.9632,-1.5938
2013-02-20,0.9769,1.4223
2013-02-21,0.9638,-1.341
2013-02-22,0.9585,-0.5499
2013-02-25,0.9629,0.4591
2013-02-26,0.9545,-0.8724
2013-02-27,0.9513,-0.3353
2013-02-28,0.9704,2.0078
2013-03-01,0.9787,0.8553
2013-03-04,0.9642,-1.4816
2013-03-05,0.983,1.9498
2013-03-06,0.9946,1.1801
2013-03-07,0.9886,-0.6033
2013-03-08,0.9834,-0.526
2013-03-11,0.9853,0.1932
2013-03-12,0.9724,-1.3092
2013-03-13,0.9604,-1.2341
2013-03-14,0.966,0.5831
2013-03-15,0.9606,-0.559
2013-03-18,0.9548,-0.6038
2013-03-19,0.9622,0.775
2013-03-20,0.9813,1.985
2013-03-21,0.9836,0.2344
2013-03-22,0.9864,0.2847
2013-03-25,0.9838,-0.2636
2013-03-26,0.9846,0.0813
2013-03-27,0.9892,0.4672
2013-03-28,0.9758,-1.3546
2013-03-29,0.9742,-0.164
2013-04-01,0.9723,-0.195
2013-04-02,0.958,-1.4707
2013-04-03,0.9551,-0.3027
2013-04-08,0.9626,0.7853
2013-04-09,0.9691,0.6753
2013-04-10,0.9702,0.1135
2013-04-11,0.9683,-0.1958
2013-04-12,0.9697,0.1446
2013-04-15,0.959,-1.1034
2013-04-16,0.9646,0.5839
2013-04-17,0.9758,1.1611
2013-04-18,0.9789,0.3177
2013-04-19,0.9944,1.5834
2013-04-22,1.0,-0.0931
2013-04-23,0.9859,-1.41
2013-04-24,0.9946,0.8824
2013-04-25,0.991,-0.362
2013-04-26,0.983,-0.8073
2013-05-02,0.9901,0.7223
2013-05-03,1.0027,1.2726
2013-05-06,1.0144,1.1668
2013-05-07,1.0212,0.6703
2013-05-08,1.0291,0.7736
2013-05-09,1.0361,0.6802
2013-05-10,1.0368,0.0676
2013-05-13,1.032,-0.463
2013-05-14,1.0278,-0.407
2013-05-15,1.038,0.9924
2013-05-16,1.0477,0.9345
2013-05-17,1.0626,1.4222
2013-05-20,1.0636,0.0941
2013-05-21,1.0743,1.006
2013-05-22,1.0778,0.3258
2013-05-23,1.0633,-1.3453
2013-05-24,1.0738,0.9875
2013-05-27,1.0807,0.6426
2013-05-28,1.0863,0.5182
2013-05-29,1.0902,0.359
2013-05-30,1.0893,-0.0826
2013-05-31,1.0804,-0.817
2013-06-03,1.0833,0.2684
2013-06-04,1.0791,-0.3877
2013-06-05,1.0753,-0.3521
2013-06-06,1.0622,-1.2183
2013-06-07,1.0435,-1.7605
2013-06-13,1.034,-0.9104
2013-06-14,1.0479,1.3443
2013-06-17,1.0501,0.2099
2013-06-18,1.0553,0.4952
2013-06-19,1.0537,-0.1516
2013-06-20,1.0298,-2.2682
2013-06-21,1.0294,-0.0388
2013-06-24,0.9916,-3.672
2013-06-25,0.9991,0.7564
2013-06-26,1.0124,1.3312
2013-06-27,1.0031,-0.9186
2013-06-28,1.0135,1.0368
2013-06-30,1.0135,0.0
2013-07-01,1.0259,1.2235
2013-07-02,1.0397,1.3452
2013-07-03,1.0418,0.202
2013-07-04,1.046,0.4031
2013-07-05,1.0384,-0.7266
2013-07-08,1.0218,-1.5986
2013-07-09,1.0186,-0.3132
2013-07-10,1.0383,1.934
2013-07-11,1.0629,2.3693
2013-07-12,1.0575,-0.508
2013-07-15,1.0711,1.2861
2013-07-16,1.0819,1.0083
2013-07-17,1.0653,-1.5343
2013-07-18,1.0606,-0.4412
2013-07-19,1.0434,-1.6217
2013-07-22,1.0551,1.1213
2013-07-23,1.0718,1.5828
2013-07-24,1.0723,0.0467
2013-07-25,1.0663,-0.5595
2013-07-26,1.0623,-0.3751
2013-07-29,1.0544,-0.7437
2013-07-30,1.0435,-1.0338
2013-07-31,1.0444,0.0862
2013-08-01,1.0606,1.5511
2013-08-02,1.068,0.6977
2013-08-05,1.0763,0.7772
2013-08-06,1.0821,0.5389
2013-08-07,1.0854,0.305
2013-08-08,1.0874,0.1843
2013-08-09,1.0899,0.2299
2013-08-12,1.1025,1.1561
2013-08-13,1.1033,0.0726
2013-08-14,1.0954,-0.716
2013-08-15,1.0861,-0.849
2013-08-16,1.072,-1.2982
2013-08-19,1.0883,1.5205
2013-08-20,1.0865,-0.1654
2013-08-21,1.0861,-0.0368
2013-08-22,1.0815,-0.4235
2013-08-23,1.0753,-0.5733
2013-08-26,1.0908,1.4415
2013-08-27,1.0913,0.0458
2013-08-28,1.077,-1.3104
2013-08-29,1.0731,-0.3621
2013-08-30,1.0687,-0.41
2013-09-02,1.0712,0.2339
2013-09-03,1.0872,1.4937
2013-09-04,1.0903,0.2851
2013-09-05,1.0931,0.2568
