净值日期,单位净值,日增长率
2016-09-21,1.1194,-0.0268
2016-09-22,1.1237,0.3841
2016-09-23,1.1204,-0.2937
2016-09-26,1.1024,-1.6066
2016-09-27,1.1119,0.8618
2016-09-28,1.1088,-0.2788
2016-09-29,1.1133,0.4058
2016-09-30,1.118,0.4222
2016-10-10,1.1391,1.8873
2016-10-11,1.1402,0.0966
2016-10-12,1.1408,0.0526
2016-10-13,1.1423,0.1315
2016-10-14,1.1426,0.0263
2016-10-17,1.1354,-0.6301
2016-10-18,1.1461,0.9424
2016-10-19,1.1417,-0.3839
2016-10-20,1.1411,-0.0526
2016-10-21,1.1366,-0.3944
2016-10-24,1.1412,0.4047
2016-10-25,1.1378,-0.2979
2016-10-26,1.1418,0.3516
2016-10-27,1.1366,-0.4554
2016-10-28,1.1237,-1.135
2016-10-31,1.1238,0.0089
2016-11-01,1.133,0.8187
2016-11-02,1.1246,-0.7414
2016-11-03,1.1279,0.2934
2016-11-04,1.1267,-0.1064
2016-11-07,1.12,-0.5947
2016-11-08,1.1265,0.5804
2016-11-09,1.1154,-0.9854
2016-11-10,1.1264,0.9862
2016-11-11,1.1276,0.1065
2016-11-14,1.1327,0.4523
2016-11-15,1.1355,0.2472
2016-11-16,1.1378,0.2026
2016-11-17,1.1389,0.0967
2016-11-18,1.1363,-0.2283
2016-11-21,1.137,0.0616
2016-11-22,1.1454,0.7388
2016-11-23,1.1384,-0.6111
2016-11-24,1.1287,-0.8521
2016-11-25,1.1395,0.9569
2016-11-28,1.1481,0.7547
2016-11-29,1.1376,-0.9146
2016-11-30,1.1459,0.7296
2016-12-01,1.1503,0.384
2016-12-02,1.1355,-1.2866
2016-12-05,1.1334,-0.1849
2016-12-06,1.1321,-0.1147
2016-12-07,1.1381,0.53
2016-12-08,1.1322,-0.5184
2016-12-09,1.1297,-0.2208
2016-12-12,1.0668,-5.5678
2016-12-13,1.0672,0.0375
2016-12-14,1.0563,-1.0214
2016-12-15,1.0369,0.4468
2016-12-16,1.0454,0.8198
2016-12-19,1.0428,-0.2487
2016-12-20,1.0424,-0.0384
2016-12-21,1.0481,0.5468
2016-12-22,1.0497,0.1527
2016-12-23,1.0403,-0.8955
2016-12-26,1.0424,0.2019
2016-12-27,1.0342,-0.7866
2016-12-28,1.0294,-0.4641
2016-12-29,1.0251,-0.4177
2016-12-30,1.0246,-0.0488
2016-12-31,1.0246,0.0
2017-01-03,1.0304,0.5661
2017-01-04,1.0399,0.922
2017-01-05,1.0357,-0.4039
2017-01-06,1.0265,-0.8883
2017-01-09,1.0257,-0.0779
2017-01-10,1.0192,-0.6337
2017-01-11,1.0101,-0.8929
2017-01-12,1.0035,-0.6534
2017-01-13,0.9848,-1.8635
2017-01-16,0.9444,-4.1024
2017-01-17,0.9513,0.7306
2017-01-18,0.9436,-0.8094
2017-01-19,0.9431,-0.053
2017-01-20,0.9571,1.4845
2017-01-23,0.9645,0.7732
2017-01-24,0.9576,-0.7154
2017-01-25,0.9622,0.4804
2017-01-26,0.9699,0.8002
2017-02-03,0.967,-0.299
2017-02-06,0.9769,1.0238
2017-02-07,0.9742,-0.2764
2017-02-08,0.9856,1.1702
2017-02-09,0.9917,0.6189
2017-02-10,0.9881,-0.363
2017-02-13,0.9957,0.7692
2017-02-14,0.9914,-0.4319
2017-02-15,0.9858,-0.5649
2017-02-16,0.9871,0.1319
2017-02-17,0.9803,-0.6889
2017-02-20,0.985,0.4794
2017-02-21,0.9954,1.0558
2017-02-22,0.9954,0.0
2017-02-23,1.0009,0.5525
2017-02-24,1.0048,0.3896
2017-02-27,0.9956,-0.9156
2017-02-28,0.9963,0.0703
2017-03-01,0.9993,0.3011
2017-03-02,0.9929,-0.6404
2017-03-03,0.9955,0.2619
2017-03-06,1.0076,1.2155
2017-03-07,1.0148,0.7146
2017-03-08,1.0089,-0.5814
2017-03-09,1.0067,-0.2181
2017-03-10,1.0018,-0.4867
2017-03-13,1.0079,0.6089
2017-03-14,1.0052,-0.2679
2017-03-15,1.003,-0.2189
2017-03-16,1.0096,0.658
2017-03-17,1.0041,-0.5448
2017-03-20,1.0053,0.1195
2017-03-21,1.0044,-0.0895
2017-03-22,1.0034,-0.0996
2017-03-23,1.0022,-0.1196
2017-03-24,1.0057,0.3492
2017-03-27,1.0021,-0.358
2017-03-28,1.0002,-0.1896
2017-03-29,0.992,-0.8198
2017-03-30,0.9717,-2.0464
2017-03-31,0.9757,0.4116
2017-04-05,0.987,1.1581
2017-04-06,0.989,0.2026
2017-04-07,0.9911,0.2123
2017-04-10,0.9795,-1.1704
2017-04-11,0.981,0.1531
2017-04-12,0.9743,-0.683
2017-04-13,0.9773,0.3079
2017-04-14,0.9673,-1.0232
2017-04-17,0.9581,-0.9511
2017-04-18,0.9467,-1.1899
2017-04-19,0.9374,-0.9824
2017-04-20,0.9366,-0.0853
2017-04-21,0.9415,0.5232
2017-04-24,0.9249,-1.7631
2017-04-25,0.9285,0.3892
2017-04-26,0.931,0.2693
2017-04-27,0.937,0.6445
2017-04-28,0.9405,0.3735
2017-05-02,0.9406,0.0106
2017-05-03,0.9371,-0.3721
2017-05-04,0.9339,-0.3415
2017-05-05,0.9243,-1.0279
2017-05-08,0.9195,-0.5193
2017-05-09,0.9259,0.696
2017-05-10,0.907,-2.0413
2017-05-11,0.8972,-1.0805
2017-05-12,0.895,-0.2452
2017-05-15,0.896,0.1117
2017-05-16,0.9157,2.1987
2017-05-17,0.919,0.3604
2017-05-18,0.9128,-0.6746
2017-05-19,0.9174,0.5039
2017-05-22,0.9117,-0.6213
2017-05-23,0.894,-1.9414
2017-05-24,0.9024,0.9396
2017-05-25,0.9069,0.4987
2017-05-26,0.9058,-0.1213
2017-05-31,0.8965,-1.0267
2017-06-01,0.878,-2.0636
2017-06-02,0.8836,0.6378
2017-06-05,0.8884,0.5432
2017-06-06,0.89,0.1801
2017-06-07,0.9118,2.4494
2017-06-08,0.9083,-0.3839
2017-06-09,0.9105,0.2422
2017-06-12,0.9003,-1.1203
2017-06-13,0.9111,1.1996
2017-06-14,0.9097,-0.1537
2017-06-15,0.9222,1.3741
2017-06-16,0.9171,-0.553
2017-06-19,0.9176,0.0545
2017-06-20,0.9155,-0.2289
2017-06-21,0.9188,0.3605
2017-06-22,0.9074,-1.2407
2017-06-23,0.9117,0.4739
2017-06-26,0.9211,1.031
2017-06-27,0.9284,0.7925
2017-06-28,0.9229,-0.5924
2017-06-29,0.9279,0.5418
2017-06-30,0.9313,0.3664
2017-07-03,0.9394,0.8698
2017-07-04,0.9292,-1.0858
2017-07-05,0.9366,0.7964
2017-07-06,0.9311,-0.5872
2017-07-07,0.9289,-0.2363
2017-07-10,0.9197,-0.9904
2017-07-11,0.9185,-0.1305
2017-07-12,0.9139,-0.5008
2017-07-13,0.9209,0.7659
2017-07-14,0.9086,-1.3356
2017-07-17,0.8591,-5.4479
2017-07-18,0.8539,-0.6053
2017-07-19,0.8597,0.6792
2017-07-20,0.8658,0.7095
2017-07-21,0.861,-0.5544
2017-07-24,0.8629,0.2207
2017-07-25,0.8615,-0.1622
2017-07-26,0.8547,-0.7893
2017-07-27,0.8725,2.0826
2017-07-28,0.8671,-0.6189
2017-07-31,0.8694,0.2653
2017-08-01,0.8711,0.1955
2017-08-02,0.8645,-0.7577
2017-08-03,0.8678,0.3817
2017-08-04,0.8608,-0.8066
2017-08-07,0.8664,0.6506
2017-08-08,0.8754,1.0388
2017-08-09,0.8815,0.6968
2017-08-10,0.8763,-0.5899
2017-08-11,0.8693,-0.7988
2017-08-14,0.8838,1.668
2017-08-15,0.8851,0.1471
2017-08-16,0.8926,0.8474
2017-08-17,0.8949,0.2577
2017-08-18,0.8912,-0.4135
2017-08-21,0.8935,0.2581
2017-08-22,0.8876,-0.6603
2017-08-23,0.8883,0.0789
2017-08-24,0.8767,-1.3059
2017-08-25,0.8844,0.8783
2017-08-28,0.8956,1.2664
2017-08-29,0.8948,-0.0893
2017-08-30,0.8988,0.447
2017-08-31,0.9031,0.4784
2017-09-01,0.9069,0.4208
2017-09-04,0.91,0.3418
2017-09-05,0.9165,0.7143
2017-09-06,0.9186,0.2291
2017-09-07,0.9181,-0.0544
2017-09-08,0.9251,0.7624
2017-09-11,0.9199,-0.5621
2017-09-12,0.9157,-0.4566
2017-09-13,0.9165,0.0874
2017-09-14,0.9163,-0.0218
2017-09-15,0.9124,-0.4256
2017-09-18,0.9215,0.9974
2017-09-19,0.9231,0.1736
2017-09-20,0.9263,0.3467
2017-09-21,0.9168,-1.0256
2017-09-22,0.9135,-0.3599
2017-09-25,0.9094,-0.4488
2017-09-26,0.9044,-0.5498
2017-09-27,0.9057,0.1437
2017-09-28,0.9053,-0.0442
2017-09-29,0.9118,0.718
2017-10-09,0.9222,1.1406
2017-10-10,0.9745,5.6712
2017-10-11,0.9669,-0.7799
2017-10-12,0.9711,0.4344
2017-10-13,0.9754,0.4428
2017-10-16,0.9499,-2.6143
2017-10-17,0.9488,-0.1158
2017-10-18,0.951,0.2319
2017-10-19,0.9575,0.6835
2017-10-20,0.9568,-0.0731
2017-10-23,0.9651,0.8675
2017-10-24,0.9583,-0.7046
2017-10-25,0.9704,1.2627
2017-10-26,0.9643,-0.6286
2017-10-27,0.9583,-0.6222
2017-10-30,0.9369,-2.2331
2017-10-31,0.9417,0.5123
2017-11-01,0.9372,-0.4779
2017-11-02,0.9358,-0.1494
2017-11-03,0.9257,-1.0793
2017-11-06,0.9431,1.8797
2017-11-07,0.9537,1.124
2017-11-08,0.9472,-0.6816
2017-11-09,0.9484,0.1267
2017-11-10,0.9509,0.2636
2017-11-13,0.9666,1.6511
2017-11-14,0.9648,-0.1862
2017-11-15,0.9584,-0.6633
2017-11-16,0.9673,0.9286
2017-11-17,0.9329,-3.5563
2017-11-20,0.9359,0.3216
2017-11-21,0.9275,-0.8975
2017-11-22,0.9297,0.2372
2017-11-23,0.8962,-3.6033
2017-11-24,0.8946,-0.1785
2017-11-27,0.8764,-2.0344
2017-11-28,0.8902,1.5746
2017-11-29,0.8886,-0.1797
2017-11-30,0.8835,-0.5739
2017-12-01,0.8952,1.3243
2017-12-04,0.8887,-0.7261
2017-12-05,0.8708,-2.0142
2017-12-06,0.8777,0.7924
2017-12-07,0.8827,0.5697
2017-12-08,0.892,1.0536
2017-12-11,0.9046,1.4126
2017-12-12,0.8974,-0.7959
2017-12-13,0.9085,1.2369
2017-12-14,0.9032,-0.5834
2017-12-15,0.8753,-0.0442
2017-12-18,0.8695,-0.6626
2017-12-19,0.8765,0.8051
2017-12-20,0.873,-0.3993
2017-12-21,0.8804,0.8477
2017-12-22,0.8727,-0.8746
2017-12-25,0.872,-0.0802
2017-12-26,0.8748,0.3211
2017-12-27,0.8664,-0.9602
2017-12-28,0.8692,0.3232
2017-12-29,0.8806,1.3116
2017-12-31,0.8805,0.0
2018-01-02,0.8807,0.0114
2018-01-03,0.8812,0.0568
2018-01-04,0.882,0.0908
2018-01-05,0.8954,1.5193
2018-01-08,0.8976,0.2457
2018-01-09,0.904,0.713
2018-01-10,0.8971,-0.7633
2018-01-11,0.9018,0.5239
2018-01-12,0.8978,-0.4436
2018-01-15,0.8847,-1.4591
2018-01-16,0.8893,0.52
2018-01-17,0.8952,0.6634
2018-01-18,0.8948,-0.0447
2018-01-19,0.8914,-0.38
2018-01-22,0.8994,0.8975
2018-01-23,0.8988,-0.0667
2018-01-24,0.9159,1.9025
2018-01-25,0.9127,-0.3494
2018-01-26,0.9138,0.1205
2018-01-29,0.9017,-1.3241
2018-01-30,0.9057,0.4436
2018-01-31,0.8885,-1.8991
2018-02-01,0.8614,-3.0501
2018-02-02,0.8608,-0.0697
2018-02-05,0.8524,-0.9758
2018-02-06,0.8149,-4.3993
2018-02-07,0.8191,0.5154
2018-02-08,0.8329,1.6848
2018-02-09,0.8062,-3.2057
2018-02-12,0.8335,3.3863
2018-02-13,0.8341,0.072
2018-02-14,0.8394,0.6354
2018-02-22,0.854,1.7393
2018-02-23,0.8522,-0.2108
2018-02-26,0.877,2.9101
2018-02-27,0.8757,-0.1482
2018-02-28,0.8797,0.4568
2018-03-01,0.8937,1.5915
2018-03-02,0.8916,-0.235
2018-03-05,0.9032,1.301
2018-03-06,0.9194,1.7936
2018-03-07,0.9177,-0.1849
2018-03-08,0.9337,1.7435
2018-03-09,0.9428,0.9746
2018-03-12,0.9514,0.9122
2018-03-13,0.9386,-1.3454
2018-03-14,0.9278,-1.1506
2018-03-15,0.9257,-0.2263
2018-03-16,0.9241,-0.1728
2018-03-19,0.9488,2.6729
2018-03-20,0.9659,1.8023
2018-03-21,0.9612,-0.4866
2018-03-22,0.9556,-0.5826
2018-03-23,0.927,-2.9929
2018-03-26,0.9608,3.6462
2018-03-27,0.9858,2.602
2018-03-28,0.982,-0.3855
2018-03-29,0.9721,-1.0081
2018-03-30,1.0066,3.549
2018-04-02,1.0016,-0.4967
2018-04-03,0.9974,-0.4193
2018-04-04,0.9873,-1.0126
2018-04-09,0.9925,0.5267
2018-04-10,1.0048,1.2393
2018-04-11,1.0012,-0.3583
2018-04-12,1.012,1.0787
2018-04-13,0.9989,-1.2945
2018-04-16,1.0104,1.1513
2018-04-17,0.9856,-2.4545
2018-04-18,1.0038,1.8466
2018-04-19,1.0079,0.4084
2018-04-20,0.9971,-1.0715
2018-04-23,0.9835,-1.364
2018-04-24,1.0035,2.0336
2018-04-25,1.0393,3.5675
2018-04-26,1.0205,-1.8089
2018-04-27,1.0456,2.4596
2018-05-02,1.0499,0.4112
2018-05-03,1.0385,-1.0858
2018-05-04,1.0479,0.9052
2018-05-07,1.0643,1.565
2018-05-08,1.0586,-0.5356
2018-05-09,1.0545,-0.3873
2018-05-10,1.0765,2.0863
2018-05-11,1.0467,-2.7682
2018-05-14,1.0404,-0.6019
2018-05-15,1.0586,1.7493
2018-05-16,1.0652,0.6235
2018-05-17,1.0531,-1.1359
2018-05-18,1.0551,0.1899
2018-05-21,1.0626,0.7108
2018-05-22,1.0813,1.7598
2018-05-23,1.0753,-0.5549
2018-05-24,1.0845,0.8556
2018-05-25,1.0778,-0.6178
2018-05-28,1.0848,0.6495
2018-05-29,1.0544,-2.8024
2018-05-30,1.0404,-1.3278
2018-05-31,1.0736,3.1911
2018-06-01,1.0392,-3.2042
2018-06-04,1.0334,-0.5581
2018-06-05,1.0612,2.6901
2018-06-06,1.0686,0.6973
2018-06-07,1.0482,-1.909
2018-06-08,1.047,-0.1145
2018-06-11,1.0223,-2.3591
2018-06-12,1.0353,1.2716
2018-06-13,1.0146,-1.9994
2018-06-14,1.0085,-0.6012
2018-06-15,0.9949,-1.3485
2018-06-19,0.9501,-4.503
2018-06-20,0.9804,3.1891
2018-06-21,0.9733,-0.7242
2018-06-22,0.9844,1.1405
2018-06-25,0.9889,0.4571
2018-06-26,0.9926,0.3742
2018-06-27,0.9674,-2.5388
2018-06-28,0.9563,-1.1474
2018-06-29,0.9914,3.6704
2018-06-30,0.9913,0.0
2018-07-02,0.99,-0.1412
2018-07-03,0.9937,0.3737
2018-07-04,0.9701,-2.375
2018-07-05,0.945,-2.5874
2018-07-06,0.9485,0.3704
2018-07-09,0.9852,3.8693
2018-07-10,0.9916,0.6496
2018-07-11,0.9866,-0.5042
2018-07-12,1.013,2.6759
2018-07-13,1.0249,1.1747
2018-07-16,1.0349,0.9757
2018-07-17,1.026,-0.86
2018-07-18,1.0149,-1.0819
2018-07-19,0.9934,-2.1184
2018-07-20,0.997,0.3624
2018-07-23,0.9738,-2.327
2018-07-24,0.9848,1.1296
2018-07-25,1.0024,1.7872
2018-07-26,0.9924,-0.9976
2018-07-27,0.9836,-0.8867
2018-07-30,0.95,-3.416
2018-07-31,0.954,0.4211
2018-08-01,0.9319,-2.3166
2018-08-02,0.9234,-0.9121
2018-08-03,0.8937,-3.2164
2018-08-06,0.8711,-2.5288
2018-08-07,0.8929,2.5026
2018-08-08,0.8713,-2.4191
2018-08-09,0.9003,3.3284
2018-08-10,0.913,1.4106
2018-08-13,0.9247,1.2815
2018-08-14,0.9235,-0.1298
2018-08-15,0.8971,-2.8587
2018-08-16,0.8942,-0.3233
2018-08-17,0.8612,-3.6904
2018-08-20,0.8531,-0.9405
2018-08-21,0.8871,3.9855
2018-08-22,0.8802,-0.7778
2018-08-23,0.8917,1.3065
2018-08-24,0.8906,-0.1234
2018-08-27,0.9292,4.3342
2018-08-28,0.9282,-0.1076
2018-08-29,0.9254,-0.3017
2018-08-30,0.9118,-1.4696
